time,Variable,Value,Label
67,X1,345.7022163,3
67,X10,665.265507,3
67,X11,760.8365151,3
67,X12,598.9457755,3
67,X2,276.5028128,3
67,X3,532.5315347,3
67,X4,345.3037356,3
67,X5,276.6525461,3
67,X6,532.6936651,3
67,X7,598.5383783,3
67,X8,595.3412994,3
67,X9,740.063387,3
68,X1,343.5132743,3
68,X10,662.2667438,3
68,X11,757.8896759,3
68,X12,599.0707054,3
68,X2,277.8235676,3
68,X3,532.2109936,3
68,X4,343.6059163,3
68,X5,277.4830776,3
68,X6,532.1382078,3
68,X7,599.4150035,3
68,X8,596.9340754,3
68,X9,740.8582671,3
69,X1,343.0241134,3
69,X10,662.6642533,3
69,X11,757.2065139,3
69,X12,600.8650111,3
69,X2,276.3960918,3
69,X3,532.9405345,3
69,X4,343.5297436,3
69,X5,276.2856459,3
69,X6,532.5004237,3
69,X7,600.0758733,3
69,X8,595.5100958,3
69,X9,739.6643678,3
70,X1,343.1686899,3
70,X10,663.6664597,3
70,X11,758.4707817,3
70,X12,599.7631553,3
70,X2,276.3229961,3
70,X3,533.6492851,3
70,X4,343.2533976,3
70,X5,276.4959793,3
70,X6,533.9538824,3
70,X7,599.0239425,3
70,X8,596.0120585,3
70,X9,740.8410431,3
71,X1,344.1294174,3
71,X10,662.6927684,3
71,X11,757.5344272,3
71,X12,599.1486702,3
71,X2,276.111063,3
71,X3,533.5406464,3
71,X4,344.3428583,3
71,X5,276.5840319,3
71,X6,533.065001,3
71,X7,599.6046647,3
71,X8,596.1007365,3
71,X9,739.8315973,3
72,X1,345.4707492,3
72,X10,667.0434317,3
72,X11,762.359969,3
72,X12,598.5754923,3
72,X2,276.4279276,3
72,X3,532.5984269,3
72,X4,345.1443086,3
72,X5,276.9254561,3
72,X6,532.6358168,3
72,X7,598.5755663,3
72,X8,595.2638968,3
72,X9,739.3249323,3
73,X1,345.1964539,3
73,X10,668.7286999,3
73,X11,762.8010912,3
73,X12,598.9597498,3
73,X2,276.0663176,3
73,X3,532.6918312,3
73,X4,345.9606062,3
73,X5,276.1380687,3
73,X6,532.8616549,3
73,X7,598.0651034,3
73,X8,595.110258,3
73,X9,739.1790423,3
74,X1,343.5914235,3
74,X10,668.8009281,3
74,X11,762.7176554,3
74,X12,598.4010513,3
74,X2,276.1217443,3
74,X3,532.5319797,3
74,X4,343.4542046,3
74,X5,276.1649956,3
74,X6,532.6412759,3
74,X7,598.7482742,3
74,X8,595.481928,3
74,X9,739.6940265,3
75,X1,343.7858161,3
75,X10,665.8394923,3
75,X11,761.2733947,3
75,X12,599.485262,3
75,X2,276.9263064,3
75,X3,532.3492845,3
75,X4,343.2027388,3
75,X5,276.2039992,3
75,X6,532.2263352,3
75,X7,599.9093802,3
75,X8,595.186386,3
75,X9,739.3808827,3
76,X1,343.4092954,3
76,X10,665.5623983,3
76,X11,760.869834,3
76,X12,599.4043499,3
76,X2,276.6594362,3
76,X3,532.1565636,3
76,X4,343.9659494,3
76,X5,276.4821098,3
76,X6,532.2767019,3
76,X7,599.0165744,3
76,X8,595.0855279,3
76,X9,739.7979156,3
77,X1,344.2278532,3
77,X10,667.0125812,3
77,X11,762.9895585,3
77,X12,598.2505658,3
77,X2,276.6967922,3
77,X3,533.2645894,3
77,X4,344.9643339,3
77,X5,276.6209224,3
77,X6,533.1124404,3
77,X7,598.8804307,3
77,X8,595.8180989,3
77,X9,739.0599646,3
78,X1,343.9771306,3
78,X10,668.9725516,3
78,X11,762.4698936,3
78,X12,599.4759989,3
78,X2,276.8839598,3
78,X3,532.0476977,3
78,X4,343.7181627,3
78,X5,276.1359622,3
78,X6,532.4220356,3
78,X7,599.5843453,3
78,X8,595.5415705,3
78,X9,740.8850912,3
79,X1,344.8873223,3
79,X10,668.7236672,3
79,X11,762.510816,3
79,X12,598.385936,3
79,X2,276.4555935,3
79,X3,532.3963362,3
79,X4,344.8603917,3
79,X5,276.8760064,3
79,X6,532.3725478,3
79,X7,598.6948183,3
79,X8,595.7520796,3
79,X9,739.3243666,3
80,X1,346.6608372,3
80,X10,664.5400191,3
80,X11,759.518664,3
80,X12,599.8400414,3
80,X2,276.3051025,3
80,X3,533.4876648,3
80,X4,346.9611029,3
80,X5,276.8141419,3
80,X6,533.2857972,3
80,X7,599.8492969,3
80,X8,596.1283733,3
80,X9,739.8421658,3
81,X1,345.3635704,3
81,X10,667.6007591,3
81,X11,762.1522958,3
81,X12,599.9848494,3
81,X2,276.9452477,3
81,X3,533.2011991,3
81,X4,345.684024,3
81,X5,276.9736487,3
81,X6,533.8511367,3
81,X7,599.5474612,3
81,X8,595.9901698,3
81,X9,740.2771443,3
82,X1,345.3799125,3
82,X10,667.6629849,3
82,X11,762.6564735,3
82,X12,599.0668091,3
82,X2,276.7549305,3
82,X3,532.430598,3
82,X4,345.7129265,3
82,X5,276.9471418,3
82,X6,532.704558,3
82,X7,599.4025933,3
82,X8,596.5455781,3
82,X9,739.4710879,3
83,X1,345.8233434,3
83,X10,664.6456903,3
83,X11,758.5681532,3
83,X12,600.1314357,3
83,X2,276.2059054,3
83,X3,533.5967425,3
83,X4,345.4907335,3
83,X5,276.7696174,3
83,X6,533.68147,3
83,X7,600.9103156,3
83,X8,596.822436,3
83,X9,740.126621,3
84,X1,345.2675167,3
84,X10,663.1515703,3
84,X11,757.3089411,3
84,X12,600.4700321,3
84,X2,276.1400941,3
84,X3,533.9173138,3
84,X4,345.5150577,3
84,X5,276.6522095,3
84,X6,533.5799374,3
84,X7,600.8053304,3
84,X8,597.8016305,3
84,X9,740.8344649,3
85,X1,345.3499144,3
85,X10,664.8874784,3
85,X11,758.2971928,3
85,X12,600.9827624,3
85,X2,277.0521704,3
85,X3,533.4718645,3
85,X4,345.0209232,3
85,X5,277.3441512,3
85,X6,533.939543,3
85,X7,600.9263769,3
85,X8,597.3126687,3
85,X9,740.7168079,3
86,X1,346.003139,3
86,X10,664.0345159,3
86,X11,757.2522871,3
86,X12,600.7810978,3
86,X2,276.0976327,3
86,X3,533.9608552,3
86,X4,346.4799273,3
86,X5,276.9558036,3
86,X6,533.4329111,3
86,X7,600.2290281,3
86,X8,597.8751791,3
86,X9,740.1351742,3
87,X1,343.9320034,3
87,X10,669.3404223,3
87,X11,763.0325936,3
87,X12,599.4704016,3
87,X2,276.1547721,3
87,X3,532.8895632,3
87,X4,343.0146045,3
87,X5,276.6165763,3
87,X6,532.3112998,3
87,X7,599.9305728,3
87,X8,596.9047707,3
87,X9,739.104551,3
88,X1,343.8180037,3
88,X10,668.1037158,3
88,X11,764.2246215,3
88,X12,599.7733043,3
88,X2,276.3615229,3
88,X3,533.8028016,3
88,X4,343.7478993,3
88,X5,276.0196208,3
88,X6,533.130182,3
88,X7,599.6797261,3
88,X8,596.3223262,3
88,X9,739.6110995,3
89,X1,344.9451357,3
89,X10,668.6784719,3
89,X11,763.1246827,3
89,X12,599.5800103,3
89,X2,276.7692841,3
89,X3,533.6221069,3
89,X4,344.4976156,3
89,X5,276.3387304,3
89,X6,533.4005408,3
89,X7,599.8650937,3
89,X8,596.8076955,3
89,X9,739.8203096,3
90,X1,344.8179799,3
90,X10,668.9125001,3
90,X11,763.1897136,3
90,X12,600.3084277,3
90,X2,276.6765607,3
90,X3,533.8151373,3
90,X4,344.5870758,3
90,X5,276.0562848,3
90,X6,533.6788611,3
90,X7,600.2215436,3
90,X8,596.9215817,3
90,X9,739.8292311,3
91,X1,345.7730196,3
91,X10,668.4782701,3
91,X11,763.3081556,3
91,X12,599.9488953,3
91,X2,276.8310014,3
91,X3,532.7802965,3
91,X4,345.2177943,3
91,X5,276.600593,3
91,X6,532.7758115,3
91,X7,599.7233624,3
91,X8,596.030426,3
91,X9,739.9227552,3
92,X1,344.7475382,3
92,X10,668.0983761,3
92,X11,763.8098044,3
92,X12,599.6748693,3
92,X2,276.7051,3
92,X3,532.0123833,3
92,X4,344.6304532,3
92,X5,276.4621372,3
92,X6,532.9895966,3
92,X7,599.0412011,3
92,X8,596.7734673,3
92,X9,739.8175378,3
93,X1,344.8402553,3
93,X10,668.945286,3
93,X11,763.0217311,3
93,X12,600.8101222,3
93,X2,276.2387401,3
93,X3,533.418464,3
93,X4,344.5333524,3
93,X5,276.7289766,3
93,X6,533.0967864,3
93,X7,600.9253233,3
93,X8,596.1915414,3
93,X9,740.7135855,3
94,X1,344.1601482,3
94,X10,667.5146799,3
94,X11,763.3107976,3
94,X12,599.4871408,3
94,X2,276.1502389,3
94,X3,532.7087649,3
94,X4,344.2396282,3
94,X5,276.3686717,3
94,X6,532.0153151,3
94,X7,599.7830393,3
94,X8,596.3996317,3
94,X9,740.3413854,3
95,X1,344.8785999,3
95,X10,668.7589004,3
95,X11,764.2088844,3
95,X12,599.62386,3
95,X2,277.5725272,3
95,X3,533.0901491,3
95,X4,344.4750753,3
95,X5,277.0831759,3
95,X6,533.7131081,3
95,X7,599.1845215,3
95,X8,597.4412026,3
95,X9,740.0758106,3
96,X1,344.0355307,3
96,X10,668.5807748,3
96,X11,763.5158127,3
96,X12,600.0156948,3
96,X2,276.7783078,3
96,X3,533.2911638,3
96,X4,344.1162761,3
96,X5,276.9646953,3
96,X6,533.4389993,3
96,X7,600.8123592,3
96,X8,597.009915,3
96,X9,740.0781793,3
97,X1,344.6145131,3
97,X10,664.8509659,3
97,X11,758.2015523,3
97,X12,601.4300241,3
97,X2,276.2400256,3
97,X3,533.2860562,3
97,X4,344.2464281,3
97,X5,276.1128843,3
97,X6,533.6008229,3
97,X7,601.1570487,3
97,X8,597.6643608,3
97,X9,741.2110106,3
98,X1,346.0064365,3
98,X10,664.0496522,3
98,X11,758.8032125,3
98,X12,600.9521983,3
98,X2,277.5249495,3
98,X3,534.2792411,3
98,X4,346.6699683,3
98,X5,277.8960099,3
98,X6,534.0270964,3
98,X7,600.9822435,3
98,X8,597.1950228,3
98,X9,741.8313588,3
99,X1,346.6335284,3
99,X10,664.1292602,3
99,X11,758.3185131,3
99,X12,601.3301095,3
99,X2,276.3827829,3
99,X3,534.6050812,3
99,X4,346.2697205,3
99,X5,276.3816774,3
99,X6,534.5913756,3
99,X7,601.4069989,3
99,X8,597.6161936,3
99,X9,741.1578873,3
100,X1,346.3823421,3
100,X10,664.221095,3
100,X11,758.821768,3
100,X12,601.2810193,3
100,X2,277.5273533,3
100,X3,534.2570946,3
100,X4,346.7510206,3
100,X5,277.4346318,3
100,X6,534.9924025,3
100,X7,601.6402792,3
100,X8,598.2291219,3
100,X9,741.8439245,3
101,X1,345.8404776,3
101,X10,668.2285744,3
101,X11,763.3226955,3
101,X12,600.4217519,3
101,X2,277.4797544,3
101,X3,533.1859445,3
101,X4,345.4355538,3
101,X5,277.2364704,3
101,X6,533.4731148,3
101,X7,600.0373121,3
101,X8,597.5928622,3
101,X9,740.9254876,3
102,X1,344.0899353,3
102,X10,670.7674353,3
102,X11,764.6649793,3
102,X12,600.0098782,3
102,X2,276.477667,3
102,X3,533.6389244,3
102,X4,344.900506,3
102,X5,276.5633657,3
102,X6,533.2024898,3
102,X7,600.0232764,3
102,X8,597.9491678,3
102,X9,740.2363564,3
103,X1,346.1969534,3
103,X10,666.4680377,3
103,X11,762.2890225,3
103,X12,600.4543835,3
103,X2,277.7308078,3
103,X3,533.2831811,3
103,X4,346.8976505,3
103,X5,277.6783181,3
103,X6,533.7500047,3
103,X7,600.6351584,3
103,X8,597.4601984,3
103,X9,741.8823838,3
104,X1,344.9210746,3
104,X10,669.8227749,3
104,X11,764.6375634,3
104,X12,600.4033142,3
104,X2,277.3338288,3
104,X3,534.1843777,3
104,X4,344.9874367,3
104,X5,277.2787227,3
104,X6,534.4442594,3
104,X7,600.6818004,3
104,X8,597.6722637,3
104,X9,740.2382893,3
105,X1,346.25943,3
105,X10,668.6452,3
105,X11,763.6371983,3
105,X12,600.3756318,3
105,X2,277.1813898,3
105,X3,533.6006822,3
105,X4,346.0321576,3
105,X5,277.7553501,3
105,X6,533.8491597,3
105,X7,600.0851778,3
105,X8,597.2706353,3
105,X9,740.288637,3
106,X1,345.1472446,3
106,X10,669.9197363,3
106,X11,764.779024,3
106,X12,600.5616909,3
106,X2,276.7053705,3
106,X3,533.5450702,3
106,X4,345.6975375,3
106,X5,276.6240221,3
106,X6,533.6710469,3
106,X7,600.0100118,3
106,X8,597.5328956,3
106,X9,741.5563201,3
107,X1,346.7172817,3
107,X10,665.8071915,3
107,X11,760.1631296,3
107,X12,601.9052498,3
107,X2,277.7176966,3
107,X3,534.2883149,3
107,X4,346.5389333,3
107,X5,277.3081745,3
107,X6,534.8392285,3
107,X7,601.7768051,3
107,X8,598.1370965,3
107,X9,741.1560902,3
108,X1,345.5651688,3
108,X10,667.8530997,3
108,X11,761.1528833,3
108,X12,601.5322178,3
108,X2,277.2414387,3
108,X3,533.8028547,3
108,X4,345.4500254,3
108,X5,277.0116926,3
108,X6,533.1356903,3
108,X7,601.9887908,3
108,X8,598.3418012,3
108,X9,741.157336,3
109,X1,344.3853828,3
109,X10,669.8148557,3
109,X11,764.6033046,3
109,X12,601.4186815,3
109,X2,276.0369628,3
109,X3,533.3892507,3
109,X4,344.0045339,3
109,X5,276.3998703,3
109,X6,533.3648901,3
109,X7,601.3892222,3
109,X8,597.4327121,3
109,X9,740.6454773,3
110,X1,345.7648142,3
110,X10,670.5237635,3
110,X11,764.6630231,3
110,X12,600.9370185,3
110,X2,276.8561397,3
110,X3,533.2599917,3
110,X4,345.8257432,3
110,X5,276.4380609,3
110,X6,533.3118398,3
110,X7,600.1721681,3
110,X8,597.6272194,3
110,X9,740.4154918,3
111,X1,344.7697621,3
111,X10,668.1949742,3
111,X11,764.4452183,3
111,X12,600.9878443,3
111,X2,276.84307,3
111,X3,534.4747571,3
111,X4,344.2392077,3
111,X5,276.4045081,3
111,X6,534.2182288,3
111,X7,600.4084707,3
111,X8,597.6457899,3
111,X9,741.5464263,3
112,X1,347.9967308,3
112,X10,665.9995491,3
112,X11,759.9728511,3
112,X12,601.3444189,3
112,X2,276.5338205,3
112,X3,534.8814073,3
112,X4,347.1194722,3
112,X5,276.7597729,3
112,X6,534.3275368,3
112,X7,601.6584526,3
112,X8,598.6841113,3
112,X9,741.1508143,3
113,X1,345.085377,3
113,X10,665.0184768,3
113,X11,759.6022211,3
113,X12,602.6464604,3
113,X2,276.6389069,3
113,X3,535.3224852,3
113,X4,345.0905729,3
113,X5,276.8477935,3
113,X6,535.3564403,3
113,X7,602.9038437,3
113,X8,598.4748985,3
113,X9,742.0566611,3
114,X1,345.1241265,3
114,X10,665.5093488,3
114,X11,760.6185365,3
114,X12,601.0671583,3
114,X2,277.6214735,3
114,X3,534.151934,3
114,X4,345.7851605,3
114,X5,277.3116987,3
114,X6,534.6654869,3
114,X7,601.923419,3
114,X8,598.0691966,3
114,X9,742.0065495,3
115,X1,346.4123074,3
115,X10,665.0824951,3
115,X11,760.7223498,3
115,X12,601.3612404,3
115,X2,276.0340332,3
115,X3,534.1641245,3
115,X4,346.7221251,3
115,X5,276.0636419,3
115,X6,534.9250213,3
115,X7,601.7914256,3
115,X8,598.5536142,3
115,X9,741.6455751,3
116,X1,346.503401,3
116,X10,669.9532508,3
116,X11,765.2841469,3
116,X12,600.8808148,3
116,X2,277.0647213,3
116,X3,533.7932541,3
116,X4,346.4285245,3
116,X5,277.6669114,3
116,X6,533.380036,3
116,X7,600.5809306,3
116,X8,597.05451,3
116,X9,741.1664492,3
117,X1,346.5846044,3
117,X10,669.1198129,3
117,X11,764.6342824,3
117,X12,601.6262144,3
117,X2,276.1171973,3
117,X3,534.6200426,3
117,X4,346.4485618,3
117,X5,276.5039987,3
117,X6,534.3729353,3
117,X7,601.7183062,3
117,X8,598.0673219,3
117,X9,741.9962518,3
118,X1,345.924414,3
118,X10,668.927791,3
118,X11,763.6207151,3
118,X12,601.3992364,3
118,X2,277.6176446,3
118,X3,534.489419,3
118,X4,345.1321546,3
118,X5,277.5819228,3
118,X6,534.7386544,3
118,X7,601.390049,3
118,X8,599.7058392,3
118,X9,741.8240761,3
119,X1,344.7248065,3
119,X10,668.5283684,3
119,X11,764.8324573,3
119,X12,601.5882208,3
119,X2,276.3414503,3
119,X3,534.196987,3
119,X4,344.6332943,3
119,X5,276.2466711,3
119,X6,534.3571261,3
119,X7,601.4762039,3
119,X8,598.2921875,3
119,X9,741.9758628,3
120,X1,344.9907,3
120,X10,670.48692,3
120,X11,765.3982512,3
120,X12,601.1953619,3
120,X2,276.0576622,3
120,X3,534.904172,3
120,X4,344.3379748,3
120,X5,276.6931231,3
120,X6,534.1779576,3
120,X7,601.9025994,3
120,X8,598.8676798,3
120,X9,741.9154523,3
121,X1,345.3705865,3
121,X10,670.5359958,3
121,X11,764.1272761,3
121,X12,601.0653291,3
121,X2,276.3514232,3
121,X3,534.0619019,3
121,X4,345.2638591,3
121,X5,276.3405454,3
121,X6,534.9135098,3
121,X7,601.978881,3
121,X8,598.5438789,3
121,X9,741.1249568,3
122,X1,344.1374058,3
122,X10,669.9126182,3
122,X11,764.3807759,3
122,X12,601.7730844,3
122,X2,277.1278416,3
122,X3,534.53016,3
122,X4,344.6009515,3
122,X5,277.0557289,3
122,X6,534.3731325,3
122,X7,601.6928412,3
122,X8,598.6660698,3
122,X9,741.5672718,3
123,X1,345.6517737,3
123,X10,667.6007197,3
123,X11,763.6826512,3
123,X12,601.5522476,3
123,X2,276.0751032,3
123,X3,534.2482568,3
123,X4,345.6500218,3
123,X5,276.5809248,3
123,X6,534.7344757,3
123,X7,601.1635592,3
123,X8,598.6441396,3
123,X9,742.9084482,3
124,X1,346.0196578,3
124,X10,668.4269839,3
124,X11,763.7455375,3
124,X12,601.8327549,3
124,X2,277.2076642,3
124,X3,534.6234348,3
124,X4,346.6228932,3
124,X5,277.4673602,3
124,X6,534.1953556,3
124,X7,601.2976383,3
124,X8,599.377839,3
124,X9,742.9550761,3
125,X1,346.9116584,3
125,X10,668.3953372,3
125,X11,763.6920827,3
125,X12,602.5560622,3
125,X2,277.809027,3
125,X3,534.8570988,3
125,X4,346.2690132,3
125,X5,277.6616336,3
125,X6,534.1765361,3
125,X7,602.2103926,3
125,X8,599.3470225,3
125,X9,741.7739163,3
126,X1,346.3204207,3
126,X10,666.1273983,3
126,X11,760.185578,3
126,X12,602.3357957,3
126,X2,277.809839,3
126,X3,535.9205302,3
126,X4,346.5544609,3
126,X5,277.9004073,3
126,X6,535.4618002,3
126,X7,602.2768072,3
126,X8,599.6753996,3
126,X9,742.1979231,3
127,X1,345.1828916,3
127,X10,666.8227903,3
127,X11,760.695906,3
127,X12,601.1488649,3
127,X2,277.1465481,3
127,X3,534.6866167,3
127,X4,345.2362453,3
127,X5,277.5817967,3
127,X6,534.2301403,3
127,X7,601.1056708,3
127,X8,599.0123935,3
127,X9,742.7054898,3
128,X1,347.1667357,3
128,X10,666.3335843,3
128,X11,759.6540065,3
128,X12,602.6277216,3
128,X2,277.4477656,3
128,X3,534.406083,3
128,X4,347.9350137,3
128,X5,277.185216,3
128,X6,534.3424794,3
128,X7,602.7889507,3
128,X8,599.5781044,3
128,X9,743.1931855,3
129,X1,345.5335012,3
129,X10,666.5462214,3
129,X11,760.9304467,3
129,X12,602.1086866,3
129,X2,277.5189585,3
129,X3,535.4154612,3
129,X4,345.794204,3
129,X5,277.0783641,3
129,X6,535.2963299,3
129,X7,602.8396122,3
129,X8,599.1369296,3
129,X9,742.0236795,3
130,X1,346.2461661,3
130,X10,669.0136228,3
130,X11,765.7544807,3
130,X12,601.7065697,3
130,X2,276.1849414,3
130,X3,534.9181126,3
130,X4,346.3145965,3
130,X5,276.5215393,3
130,X6,534.2797119,3
130,X7,601.006132,3
130,X8,598.8141677,3
130,X9,741.3866241,3
131,X1,344.5751955,3
131,X10,669.988239,3
131,X11,765.2584954,3
131,X12,602.4631029,3
131,X2,276.522664,3
131,X3,534.6945585,3
131,X4,344.3924879,3
131,X5,276.0309562,3
131,X6,534.959942,3
131,X7,602.7687394,3
131,X8,599.5398295,3
131,X9,741.4514723,3
132,X1,345.4663005,3
132,X10,666.9278655,3
132,X11,761.8822253,3
132,X12,602.6476616,3
132,X2,277.9030208,3
132,X3,535.4031956,3
132,X4,345.3917247,3
132,X5,277.1081026,3
132,X6,535.3184428,3
132,X7,602.3128218,3
132,X8,599.8513408,3
132,X9,742.0720164,3
133,X1,346.0216766,3
133,X10,668.7754262,3
133,X11,763.3657098,3
133,X12,602.2838143,3
133,X2,277.128535,3
133,X3,534.575543,3
133,X4,346.3390891,3
133,X5,277.8302506,3
133,X6,534.7630411,3
133,X7,602.6321568,3
133,X8,599.1225025,3
133,X9,742.4716061,3
134,X1,344.6471882,3
134,X10,669.8045589,3
134,X11,764.0658176,3
134,X12,602.1798647,3
134,X2,276.8574031,3
134,X3,534.594236,3
134,X4,344.5909803,3
134,X5,276.2310021,3
134,X6,534.2712352,3
134,X7,602.0395176,3
134,X8,599.3452029,3
134,X9,742.0770266,3
135,X1,346.9786534,3
135,X10,669.1008143,3
135,X11,764.2648437,3
135,X12,602.4496962,3
135,X2,277.5009359,3
135,X3,534.6653451,3
135,X4,346.9357607,3
135,X5,277.6065567,3
135,X6,534.1704972,3
135,X7,602.9847036,3
135,X8,599.0675703,3
135,X9,742.5628106,3
136,X1,344.6589313,3
136,X10,668.3583203,3
136,X11,764.7303176,3
136,X12,602.3340445,3
136,X2,276.0280594,3
136,X3,535.5947712,3
136,X4,344.344707,3
136,X5,276.9395035,3
136,X6,535.8134604,3
136,X7,602.2941446,3
136,X8,599.3629616,3
136,X9,742.2928562,3
137,X1,345.3110302,3
137,X10,668.3972369,3
137,X11,764.4953925,3
137,X12,602.5196486,3
137,X2,276.2767391,3
137,X3,535.7017356,3
137,X4,345.0086251,3
137,X5,276.9076547,3
137,X6,535.191758,3
137,X7,602.566978,3
137,X8,600.8895994,3
137,X9,742.4785795,3
138,X1,347.8999425,3
138,X10,668.4512074,3
138,X11,764.3385538,3
138,X12,602.6376481,3
138,X2,277.1463365,3
138,X3,534.1580549,3
138,X4,347.9695058,3
138,X5,277.2974943,3
138,X6,534.2414766,3
138,X7,602.0158011,3
138,X8,599.1037415,3
138,X9,742.1755903,3
139,X1,347.4988763,3
139,X10,670.6425154,3
139,X11,765.8868415,3
139,X12,602.6133202,3
139,X2,276.4588743,3
139,X3,535.321901,3
139,X4,347.9491196,3
139,X5,276.2087893,3
139,X6,535.3604322,3
139,X7,602.6783707,3
139,X8,599.5663168,3
139,X9,741.5836343,3
140,X1,344.6636381,3
140,X10,668.5344032,3
140,X11,764.1042428,3
140,X12,602.6059917,3
140,X2,277.0216218,3
140,X3,534.6216869,3
140,X4,344.6784952,3
140,X5,277.1701807,3
140,X6,534.4203716,3
140,X7,602.6061329,3
140,X8,600.0940782,3
140,X9,742.7672376,3
141,X1,346.8996965,3
141,X10,667.3611854,3
141,X11,762.1920231,3
141,X12,602.4401968,3
141,X2,277.4762525,3
141,X3,535.3478496,3
141,X4,346.7621829,3
141,X5,277.8108964,3
141,X6,535.2469185,3
141,X7,602.9921851,3
141,X8,600.7568976,3
141,X9,742.9403405,3
142,X1,345.6524615,3
142,X10,670.7323508,3
142,X11,765.6217641,3
142,X12,602.9198012,3
142,X2,276.6959237,3
142,X3,534.9154513,3
142,X4,345.9686045,3
142,X5,276.9289238,3
142,X6,534.1455029,3
142,X7,602.4118121,3
142,X8,599.4372585,3
142,X9,742.7050036,3
143,X1,344.1352222,3
143,X10,671.1098046,3
143,X11,765.2784637,3
143,X12,602.7122717,3
143,X2,276.361676,3
143,X3,534.1195158,3
143,X4,344.0548086,3
143,X5,276.6660235,3
143,X6,534.9629208,3
143,X7,602.2938024,3
143,X8,599.3502961,3
143,X9,742.9076217,3
144,X1,345.5690769,3
144,X10,669.8421568,3
144,X11,764.8630494,3
144,X12,602.1934132,3
144,X2,277.2245633,3
144,X3,535.9897566,3
144,X4,345.3358605,3
144,X5,277.2284952,3
144,X6,535.6062398,3
144,X7,602.7213327,3
144,X8,599.9632169,3
144,X9,742.9390326,3
145,X1,347.3024567,3
145,X10,669.8254217,3
145,X11,764.7172786,3
145,X12,602.2495714,3
145,X2,276.4273715,3
145,X3,535.4389918,3
145,X4,347.2812855,3
145,X5,276.3480661,3
145,X6,535.7827121,3
145,X7,602.7811886,3
145,X8,599.5938554,3
145,X9,743.016578,3
146,X1,346.24504,3
146,X10,669.3903706,3
146,X11,764.1575869,3
146,X12,602.3324937,3
146,X2,276.4334834,3
146,X3,534.1182418,3
146,X4,346.701114,3
146,X5,276.4658534,3
146,X6,534.1010042,3
146,X7,602.9899317,3
146,X8,599.8932417,3
146,X9,742.0059913,3
147,X1,346.6808307,3
147,X10,666.5557922,3
147,X11,761.9119992,3
147,X12,603.7569874,3
147,X2,277.8891611,3
147,X3,535.0959719,3
147,X4,346.5984908,3
147,X5,277.4670459,3
147,X6,535.4577789,3
147,X7,603.7777079,3
147,X8,600.6850225,3
147,X9,743.3156072,3
148,X1,345.2492122,3
148,X10,667.087228,3
148,X11,762.9523651,3
148,X12,603.8976226,3
148,X2,277.6512634,3
148,X3,535.8359991,3
148,X4,345.0176827,3
148,X5,277.5819048,3
148,X6,535.9393299,3
148,X7,603.4891579,3
148,X8,600.4543095,3
148,X9,743.8018953,3
149,X1,347.1914419,3
149,X10,667.811611,3
149,X11,762.1095153,3
149,X12,603.8371075,3
149,X2,277.0002513,3
149,X3,535.5726605,3
149,X4,347.1106567,3
149,X5,277.9763106,3
149,X6,535.2236851,3
149,X7,603.1293073,3
149,X8,601.9935956,3
149,X9,743.8444766,3
150,X1,347.5762522,3
150,X10,667.768661,3
150,X11,761.554807,3
150,X12,604.6386011,3
150,X2,277.3052555,3
150,X3,535.2995418,3
150,X4,347.4203552,3
150,X5,277.6147377,3
150,X6,535.235575,3
150,X7,604.8358563,3
150,X8,600.8710817,3
150,X9,743.8861786,3
151,X1,346.8247822,3
151,X10,670.5331293,3
151,X11,765.4002536,3
151,X12,603.6015055,3
151,X2,277.9766678,3
151,X3,535.7617739,3
151,X4,346.3639954,3
151,X5,277.8209079,3
151,X6,535.793142,3
151,X7,603.3998217,3
151,X8,600.7019528,3
151,X9,743.7545436,3
152,X1,345.5183132,3
152,X10,666.0569699,3
152,X11,761.6063186,3
152,X12,603.5056019,3
152,X2,277.1311601,3
152,X3,535.9282986,3
152,X4,345.7116598,3
152,X5,277.701398,3
152,X6,535.9607039,3
152,X7,603.5297265,3
152,X8,600.5216622,3
152,X9,743.5849896,3
153,X1,346.3487597,3
153,X10,667.6783002,3
153,X11,762.9854534,3
153,X12,603.2048142,3
153,X2,276.0903837,3
153,X3,535.0208307,3
153,X4,346.2682578,3
153,X5,276.0901473,3
153,X6,535.8881557,3
153,X7,603.8466577,3
153,X8,601.1204701,3
153,X9,743.3034009,3
154,X1,345.7182823,3
154,X10,669.1113413,3
154,X11,764.2181941,3
154,X12,603.0635691,3
154,X2,276.3545923,3
154,X3,534.3490818,3
154,X4,345.8211251,3
154,X5,276.3200966,3
154,X6,534.6658197,3
154,X7,603.7348821,3
154,X8,600.8209483,3
154,X9,743.3093898,3
155,X1,345.1355775,3
155,X10,669.3652374,3
155,X11,764.460417,3
155,X12,603.4038174,3
155,X2,277.4391151,3
155,X3,535.737136,3
155,X4,345.835145,3
155,X5,277.3940286,3
155,X6,535.8816107,3
155,X7,603.9296983,3
155,X8,600.2894216,3
155,X9,743.1393471,3
156,X1,347.2634403,3
156,X10,669.721756,3
156,X11,764.0191799,3
156,X12,603.1566998,3
156,X2,277.0338715,3
156,X3,534.9784732,3
156,X4,347.3139841,3
156,X5,277.6652293,3
156,X6,534.9540439,3
156,X7,603.5524293,3
156,X8,600.2820272,3
156,X9,743.2487624,3
157,X1,345.9097033,3
157,X10,667.560987,3
157,X11,762.6575546,3
